1;Action
2;Crime
3;Sci-Fi
4;Dance
5;Drama
6;Comedy
7;Suspence
8;Thriller
9;Horror
10;Artificial Intelligence
11;Fantasy
12;Mystery
13;Adventure
14;Western
15;Romance
16;Documentary
17;War
